genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	start	end	strand	na_length	gene	product	plfam_id	pgfam_id
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.843	HP0811	865058	865384	-	327		Dihydroneopterin aldolase (EC 4.1.2.25)	PLF_209_00001262	PGF_01869157
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.844	HP0812	865837	866847	-	1011		SAM-dependent methyltransferase, MidA	PLF_209_00000562	PGF_02098447
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.845	HP0813	866980	867597	+	618		MBL-fold metallo-hydrolase superfamily	PLF_209_00000538	PGF_10420457
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.846	HP0814	867598	868365	+	768		Sulfur carrier protein ThiS adenylyltransferase (EC 2.7.7.73)	PLF_209_00000780	PGF_05493644
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.847	HP0815	868381	869154	+	774		Flagellar motor rotation protein MotA	PLF_209_00000237	PGF_10509587
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.848	HP0816	869157	869930	+	774	motB	Flagellar motor rotation protein MotB	PLF_209_00000505	PGF_01899924
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.849	HP0817	869927	870373	+	447		hypothetical protein	PLF_209_00001247	PGF_01869075
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.850	HP0818	870565	872103	+	1539		ABC transporter, permease protein (cluster 13, osmolytes) / ABC transporter, substrate-binding protein (cluster 13, osmolytes)	PLF_209_00000194	PGF_10512147
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.851	HP0819	872107	872757	+	651		ABC transporter, ATP-binding protein (cluster 13, osmolytes)	PLF_209_00000940	PGF_06784466
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.852		872760	872939	-	180		hypothetical protein	PLF_209_00001237	PGF_01869004
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.853	HP0820	872931	873392	+	462		hypothetical protein	PLF_209_00001199	PGF_01868836
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.854	HP0821	873393	875177	+	1785	uvrC	Excinuclease ABC subunit C	PLF_209_00000217	PGF_00424971
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.855	HP0822	875188	876453	+	1266		Homoserine dehydrogenase (EC 1.1.1.3)	PLF_209_00000314	PGF_00492707
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.856	HP0823	876454	876798	+	345		UPF0102 protein YraN	PLF_209_00003226	PGF_02501663
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.857	HP0824	876887	877207	+	321		Thioredoxin	PLF_209_00000584	PGF_10345259
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.858	HP0825	877212	878147	+	936		Thioredoxin reductase (EC 1.8.1.9)	PLF_209_00000350	PGF_01625234
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.859	HP0826	878363	879184	+	822		lipooligosaccharide 5G8 epitope biosynthesis-associated protein (lex2B)	PLF_209_00001786	PGF_01873965
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.860	HP0827	879390	879638	-	249		RNA-binding protein	PLF_209_00001067	PGF_06744750
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.861		879792	879914	+	123		hypothetical protein	PLF_209_00001761	PGF_01873769
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.862	HP0828	879963	880643	-	681		ATP synthase F0 sector subunit a (EC 3.6.3.14)	PLF_209_00000215	PGF_08518355
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.863	HP0829	880765	882210	-	1446		Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205) / CBS domain	PLF_209_00000337	PGF_10048015
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.864	HP0830	882220	883581	-	1362	gatA	Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit A (EC 6.3.5.7)	PLF_209_00000331	PGF_06522349
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.865	HP0831	883640	884230	-	591	coaE	Dephospho-CoA kinase (EC 2.7.1.24)	PLF_209_00000683	PGF_01135236
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.866	HP0832	884232	885020	-	789	speE	Spermidine synthase (EC 2.5.1.16)	PLF_209_00000906	PGF_12683412
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.867	HP0833	885112	885990	-	879		hypothetical protein	PLF_209_00000884	PGF_01888551
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.868	HP0834	886067	887443	+	1377	engA	GTP-binding protein EngA	PLF_209_00000146	PGF_00007024
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.869	HP0835	887480	887869	+	390		DNA-binding protein HU	PLF_209_00000541	PGF_08648458
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	tRNA	fig|85962.8.rna.20		887942	888018	+	77		tRNA-Arg-CCT		
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.870	HP0836	888477	888830	+	354		Flagellar protein FlgP	PLF_209_00000410	PGF_00005579
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.871	HP0837	888785	889081	+	297		Flagellar protein FlgP	PLF_209_00000410	PGF_00005579
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.872	HP0838	889101	889718	+	618		hypothetical protein	PLF_209_00000677	PGF_08225224
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.873	HP0839	889715	891478	+	1764		outer membrane protein P1 (ompP1)	PLF_209_00000353	PGF_01885738
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.874	HP0840	891482	892483	+	1002		UDP-N-acetylglucosamine 4,6-dehydratase (inverting) (EC 4.2.1.115)	PLF_209_00000227	PGF_00063987
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.875	HP0841	892480	893757	+	1278		Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36) / Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)	PLF_209_00000776	PGF_09111052
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.876	HP0842	893757	894494	+	738		hypothetical protein	PLF_209_00001016	PGF_01875020
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.877	HP0843	894519	895178	-	660	thiE	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)	PLF_209_00001234	PGF_01291823
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.878	HP0844	895171	895980	-	810		Hydroxymethylpyrimidine kinase (EC 2.7.1.49) @ Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)	PLF_209_00001059	PGF_00012963
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.879	HP0845	895977	896798	-	822		Hydroxyethylthiazole kinase (EC 2.7.1.50)	PLF_209_00001238	PGF_02787474
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.880	HP0846	896843	899443	-	2601		Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	PLF_209_00000053	PGF_00414310
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.881	HP0848	899837	900655	-	819		Type I restriction-modification system, specificity subunit S	PLF_209_00012137	PGF_04563108
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.882	HP0850	901118	902857	-	1740		Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)	PLF_209_00000199	PGF_03084064
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.883	HP0851	902875	903558	+	684		putative membrane-associated phospholipid phosphatase, PAP2 superfamily	PLF_209_00040168	PGF_06833838
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.884	HP0852	903788	904729	-	942		HrgA protein	PLF_209_00019328	PGF_01888249
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.885	HP0853	904726	906327	-	1602		Bis-ABC ATPase YbiT	PLF_209_00000384	PGF_00766022
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.886	HP0854	906525	907502	+	978		GMP reductase (EC 1.7.1.7)	PLF_209_00001180	PGF_00006931
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.887	HP0855	907687	909231	+	1545		Probable poly(beta-D-mannuronate) O-acetylase (EC 2.3.1.-)	PLF_209_00001697	PGF_05144608
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.888	HP0856	909241	910335	+	1095		hypothetical protein	PLF_209_00001971	PGF_01875436
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.889	HP0857	910338	910916	-	579		D-sedoheptulose 7-phosphate isomerase (EC 5.3.1.28)	PLF_209_00000970	PGF_04760055
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.890	HP0858	910909	912294	-	1386		D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) / D-glycero-beta-D-manno-heptose-7-phosphate kinase (EC 2.7.1.167)	PLF_209_00000278	PGF_00013100
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.891	HP0859	912291	913283	-	993		ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20)	PLF_209_00000356	PGF_00013017
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.892	HP0860	913292	913813	-	522		D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase (EC 3.1.3.82)	PLF_209_00001028	PGF_07391058
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.893	HP0861	913803	914543	-	741		putative membrane protein	PLF_209_00001144	PGF_01367391
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.894	HP0862	914534	915205	-	672		Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)	PLF_209_00000775	PGF_04213876
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.895	HP0863	915210	916838	-	1629		hypothetical protein	PLF_209_00000986	PGF_08225224
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.896	HP0864	916843	917499	-	657		hypothetical protein	PLF_209_00001082	PGF_01867820
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.897	HP0865	917496	917933	-	438	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23)	PLF_209_00001094	PGF_01430214
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.898	HP0866	917923	918417	-	495	greA	Transcription elongation factor GreA	PLF_209_00000674	PGF_01043799
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.899	HP0867	918458	919540	-	1083	lpxB	Lipid-A-disaccharide synthase (EC 2.4.1.182)	PLF_209_00000153	PGF_00017109
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.900	HP0868	919540	920001	-	462		hypothetical protein	PLF_209_00000935	PGF_01889010
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.901	HP0869	920005	920358	-	354	hypA	[NiFe] hydrogenase nickel incorporation protein HypA	PLF_209_00001014	PGF_07749411
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.902	HP0870	920417	922573	-	2157	flgE	Paralog of flagellar hook protein FlgE	PLF_209_00000508	PGF_00030018
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.903	HP0871	922781	923515	-	735		CDP-diacylglycerol pyrophosphatase (EC 3.6.1.26)	PLF_209_00000891	PGF_03726554
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.904	HP0872	923867	924196	+	330		Protein PhnA	PLF_209_00000983	PGF_00037937
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.905	HP0873	924251	924466	-	216		hypothetical protein	PLF_209_00001087	PGF_01867870
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.906	HP0874	924551	925426	-	876		hypothetical protein	PLF_209_00001192	PGF_01868825
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.907	HP0875	925571	927088	-	1518		Catalase KatE (EC 1.11.1.6)	PLF_209_00000387	PGF_02995555
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.908	HP0876	927411	929786	+	2376		putative IRON-REGULATED OUTER MEMBRANE PROTEIN	PLF_209_00000620	PGF_00405906
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.909	HP0877	929787	930260	-	474	ruvC	Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4)	PLF_209_00000430	PGF_00419702
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.910	HP0878	930391	930564	+	174		hypothetical protein	PLF_209_00000802	PGF_01888149
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.911	HP0879	930515	931123	+	609		hypothetical protein	PLF_209_00000802	PGF_01888149
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.912	HP0880	931603	931800	-	198		hypothetical protein	PLF_209_00002288	PGF_01878593
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.913		932213	932317	-	105		hypothetical protein	PLF_209_00016688	PGF_01873000
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.914		932433	932585	-	153		hypothetical protein	PLF_209_00000002	PGF_08225224
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.915	HP0883	932818	933369	-	552	ruvA	Holliday junction ATP-dependent DNA helicase RuvA (EC 3.6.4.12)	PLF_209_00032319	PGF_03189552
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.916	HP0884	933395	935239	-	1845		hypothetical protein	PLF_209_00000883	PGF_01888540
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.917	HP0885	935332	936792	+	1461		Peptidoglycan lipid II flippase MurJ	PLF_209_00017045	PGF_07235150
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.918	HP0886	936793	938190	+	1398	cysS	Cysteinyl-tRNA synthetase (EC 6.1.1.16)	PLF_209_00000135	PGF_02797400
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.919	HP0887	938415	942287	+	3873		vacuolating cytotoxin	PLF_209_00000042	PGF_01886029
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.920	HP0888	942347	943114	-	768		Haemin uptake system ATP-binding protein	PLF_209_00000757	PGF_01887764
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.921	HP0889	943114	944094	-	981		ABC transporter, permease protein (cluster 8, B12/iron complex)	PLF_209_00000973	PGF_08153726
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.922	HP0890	944087	944935	-	849		Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	PLF_209_00001122	PGF_10563189
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.923	HP0891	945075	945599	+	525		Acyl-CoA hydrolase (EC 3.1.2.20)	PLF_209_00000941	PGF_10386969
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.924	HP0892	945691	945963	-	273		mRNA interferase YafQ	PLF_209_00001618	PGF_10364140
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.925	HP0893	945977	946264	-	288		hypothetical protein	PLF_209_00001484	PGF_01871178
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.926	HP0894	946345	946608	-	264		mRNA interferase YafQ	PLF_209_00001656	PGF_10364140
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.927	HP0895	946592	946969	-	378		hypothetical protein	PLF_209_00002653	PGF_01871178
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.928		947276	947416	+	141		hypothetical protein	PLF_209_00002355	PGF_08225224
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.929	HP0896	947580	949706	-	2127		outer membrane protein - adhesin	PLF_209_00001343	PGF_00402140
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	tRNA	fig|85962.8.rna.21		949897	949973	-	77		tRNA-Met-CAT		
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	tRNA	fig|85962.8.rna.22		949992	950066	-	75		tRNA-Gln-TTG		
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.930	HP0898	950740	951852	-	1113		[NiFe] hydrogenase metallocenter assembly protein HypD	PLF_209_00000131	PGF_00067771
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.931	HP0899	951858	952091	-	234		[NiFe] hydrogenase metallocenter assembly protein HypC	PLF_209_00000448	PGF_00067769
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.932	HP0900	952091	952819	-	729		[NiFe] hydrogenase nickel incorporation-associated protein HypB	PLF_209_00000427	PGF_00067788
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.933	HP0901	952928	953053	-	126		hypothetical protein	PLF_209_00001300	PGF_01869452
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.934	HP0902	953064	953363	-	300		hypothetical protein	PLF_209_00001200	PGF_01868839
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.935	HP0903m	953461	953817	-	357	ackA	Acetate kinase (EC 2.7.2.1)	PLF_209_00002819	PGF_09945671
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.936		953783	954661	-	879		Acetate kinase (EC 2.7.2.1)	PLF_209_00000025	PGF_09945671
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.937		954679	954798	-	120		hypothetical protein	PLF_209_00002063	PGF_01876335
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.938		954846	955217	-	372		Phosphate acetyltransferase (EC 2.3.1.8)	PLF_209_00001420	PGF_00033197
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.939		955261	955539	-	279		Phosphate acetyltransferase (EC 2.3.1.8)	PLF_209_00001420	PGF_00033197
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.940	HP0905	955554	956225	-	672		Phosphate acetyltransferase (EC 2.3.1.8)	PLF_209_00001420	PGF_00033197
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.941		956271	956387	-	117		hypothetical protein	PLF_209_00006383	PGF_01887169
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.942	HP0906	956485	958068	+	1584		Flagellar hook-length control protein FliK	PLF_209_00000504	PGF_01886492
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.943	HP0907	958119	959024	+	906	flgD	Flagellar basal-body rod modification protein FlgD	PLF_209_00000432	PGF_01602421
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.944	HP0908	959021	960838	+	1818	flgE	Flagellar hook protein FlgE	PLF_209_00000531	PGF_00005450
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.945	HP0909	960890	961495	+	606		hypothetical protein	PLF_209_00000957	PGF_00338517
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.946	HP0910	961476	962627	+	1152		putative TYPE II DNA MODIFICATION ENZYME (METHYLTRANSFERASE)	PLF_209_00000539	PGF_00406125
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.947	HP0911	962631	964658	+	2028		ATP-dependent DNA helicase UvrD/PcrA/Rep, epsilon proteobacterial type 1	PLF_209_00000113	PGF_00016948
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.948	HP0912	965177	966724	+	1548		Outer membrane protein/porin	PLF_209_00000980	PGF_00028359
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.949	HP0913	966746	968335	+	1590		Outer membrane protein/porin	PLF_209_00001098	PGF_00028359
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.950		968342	968467	-	126		hypothetical protein	PLF_209_00035485	PGF_01885487
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.951	HP0914	969238	970782	-	1545		Uncharacterized outer membrane protein HP0914	PLF_209_00000705	PGF_08197678
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.952	HP0915	971028	972716	-	1689		iron-regulated outer membrane protein (frpB)	PLF_209_00002569	PGF_00400426
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.953	HP0916	972716	973465	-	750		iron-regulated outer membrane protein (frpB)	PLF_209_00002569	PGF_00400426
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.954	HP0918	973725	974156	-	432		Threonylcarbamoyl-AMP synthase (EC 2.7.7.87)	PLF_209_00000881	PGF_01898991
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.955	HP0919	974161	977418	-	3258	carB	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	PLF_209_00000074	PGF_00416410
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.956	HP0920	977517	978209	-	693		Integral membrane protein	PLF_209_00000638	PGF_12728759
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.957	HP0921	978353	979351	+	999		NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	PLF_209_00000704	PGF_00024478
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.958	HP0922	979432	987021	+	7590		putative vacuolating cytotoxin (VacA) paralog	PLF_209_00019134	PGF_00411374
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.959	HP0923	987073	988182	+	1110		Putative outer membrane protein	PLF_209_00000006	PGF_01886863
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.960	HP0924	988242	988448	-	207		2-hydroxymuconate tautomerase-like protein	PLF_209_00001091	PGF_05805382
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.961	HP0925	988604	989185	+	582	recR	Recombination protein RecR	PLF_209_00001103	PGF_02463284
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.962	HP0926	989182	990327	+	1146	truD	tRNA pseudouridine(13) synthase (EC 5.4.99.27)	PLF_209_00000501	PGF_00413286
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.963	HP0927	990314	991246	+	933		Protease HtpX homolog	PLF_209_00000595	PGF_00037823
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.964	HP0928	991247	991789	+	543	folE	GTP cyclohydrolase I (EC 3.5.4.16) type 1	PLF_209_00000806	PGF_02820109
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.965	HP0929	991805	992716	+	912		(2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10)	PLF_209_00000481	PGF_06784545
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.966	HP0930	992713	993516	+	804	surE	5'-nucleotidase SurE (EC 3.1.3.5)	PLF_209_00000681	PGF_02617142
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.967	HP0931	993597	993953	+	357		hypothetical protein	PLF_209_00000885	PGF_01888562
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.968	HP0932	993953	994171	+	219		hypothetical protein	PLF_209_00000885	PGF_01888562
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.969	HP0933	994173	994775	+	603		6-carboxy-5,6,7,8-tetrahydropterin synthase (EC 4.1.2.50)	PLF_209_00001035	PGF_02139563
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.970	HP0934	994778	995533	+	756		7-carboxy-7-deazaguanine synthase (EC 4.3.99.3)	PLF_209_00000856	PGF_02386833
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.971	HP0935	995544	996029	+	486		hypothetical protein	PLF_209_00001159	PGF_01868562
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.972		996235	996369	+	135		Putative outer membrane protein	PLF_209_00035184	PGF_01867670
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.973	HP0936	996532	997701	-	1170		L-Proline/Glycine betaine transporter ProP	PLF_209_00000724	PGF_10337148
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.974	HP0937	998323	999096	-	774		hypothetical protein	PLF_209_00000032	PGF_08225224
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.975	HP0938	999197	999544	-	348		hypothetical protein	PLF_209_00001360	PGF_08225224
85962.8	Helicobacter pylori 26695	NC_000915	PATRIC	CDS	fig|85962.8.peg.976	HP0939	999607	1000329	-	723		ABC transporter, permease protein (cluster 3, basic aa/glutamine/opines)	PLF_209_00001184	PGF_07804709
